UserNick,comment_time,content,auctionSku
z***2,2020-04-11 19:32:45,等了差不多一个月终于到了，听别人说这个牌子好吃所以想试试，包装完好无损，日期也很新鲜，有空就拆个来尝一尝～还送了个鼠标垫，挺好的👌,口味:螺蛳粉3袋装
t***2,2020-04-03 17:22:36,爱了爱了 整体评价：等了这么久还是没白费的，很好吃，支持李子染家👍 胀包问题：不会，包装很好 包装品质：包装图案好看，而且严密 口感味道：味道好，汤底好吃，料也很足 新鲜度：好,口味:螺蛳粉3袋装
t***3,2020-04-07 21:15:32,整体评价：又臭又香又辣！腐竹和汤包都很不错！只是有点重口味，还有吐槽那个粉真的要煮超久的~整体不错！ 包装品质：包装不错！送了一个鼠标垫，也可能是看我等的太久了会经常短信提醒道歉，不管怎么说还是一家有品质用心在做的店铺！赞！ 口感味道：刚出炉辣又烫一口吃下去爽！我个人认为粉的量不够哈哈哈这么好吃的粉，老板我要求加量昂~ 新鲜度： 疫情期间生产量多，还是很新鲜的，发货时间是真的慢，等了一个月收到的！不过吃到后也觉得觉得值了！,口味:螺蛳粉3袋装
蔡***板,2020-04-08 20:53:22,等了快40天才发货，不过耐心的等待还是值得的，味道确实比一般的螺蛳粉好吃，汤汁爽口，小包装配菜新鲜，生产日期很近，不亏是网红品牌，会回购的👍,口味:螺蛳粉3袋装
黯***8,2020-04-08 18:46:19,非常好吃，我本身不太能吃辣，把辣油包倒入一点，口感很好，可以很好的根据个人口味调味，饱腹感也很强,口味:螺蛳粉3袋装
k***6,2020-04-04 15:28:38,整体评价：好吃，很赞，加了一大堆料还是觉得超级辣，网上有的请假说味道偏淡，但是对于我来说正正好吧哈哈～ 包装品质：跟中国灯好看！ 不枉我等了快一个月，而且开的这包里居然有两份笋包。,口味:螺蛳粉3袋装
w***i,2020-04-08 14:55:13,一如既往的好吃,口味:螺蛳粉3袋装
快***9,2020-04-09 20:19:00,整体评价：是吃的最好吃的螺蛳粉 量又多 料包足 包装品质：非常好 口感味道：好吃 新鲜度：特别鲜,口味:螺蛳粉3袋装
陈***2,2020-04-10 22:55:49,以前在广西南宁待过一段时间，不理解他们那边的人对螺蛳粉的钟情，因为我不吃辣，在实体店里没加酸豆角没加辣没加配菜，所以一直觉得口感一般！但是买了李子柒家的螺蛳粉后，入坑了，全部配菜加在一起真的太好吃了，我觉得有吃过或者没吃过螺蛳粉的人，一定要尝尝她们家的螺蛳粉，百分之百会回购，味道真的很好！！！友情提示，辣椒油对于南方人来说一定要少放，我第一次不知道，放了一半，又辣又酸又香又好吃，舍不得不吃，结果也全部吃完了。。。ps.我不吃辣的,口味:螺蛳粉3袋装
t***5,2020-04-10 15:32:13,整体评价：挺好吃😋 包装品质：看起來高大上 口感味道：味道很好,口味:螺蛳粉3袋装
w***g,2020-04-10 11:01:42,收到后晚上就做了一份，分量很足，配料也多，味道不错，是我喜欢的那种，够辣够臭，吃完身上都是这个味道，以后不用再去外面吃了，卖家还送了一个鼠标垫，很漂亮，哈哈哈哈哈，就是发货速度慢，但是值得等。,口味:螺蛳粉3袋装
霍***人,2020-04-10 22:50:52,整体评价：料足，味道也不错 包装品质：包装好看 口感味道：辣味够,口味:螺蛳粉3袋装
薇***v,2020-04-05 00:16:45,真的等了超级久，2.21买的3.22才到。和买的柳江人家的现货一起到的。现在吃完了来评价了，两家味道不一样，试过了以后绝得李子柒家的螺狮粉中规中矩吧，酸笋很一般，有点老了，粉的分量也爱其它的螺蛳粉少点。不过腐竹挺多的，花生和腐竹分开了这点很贴心个人，喜欢吃软的腐竹的我觉得很方便，汤还算不错，油一定不要全放了，第一次翻车了超级油。,口味:螺蛳粉3袋装
h***2,2020-04-09 14:22:07,首先，出场日期那是相当新鲜，其次就是李子七的包装真的蛮好看的。螺狮粉的分量还是那多的，口感也很好。我吃过好几个牌子的螺狮粉，感觉还是你家的我比较喜欢💕,口味:螺蛳粉3袋装
黄***景,2020-04-11 17:02:53,个人感觉比好欢螺好吃！！  就是有点咸，粉可以煮软  好欢螺的粉有点硬 包装品质：包装也好看 整体评价：好吃  会回购 口感味道：好吃 胀包问题：外表看来无胀包,口味:螺蛳粉3袋装
z***y,2020-04-13 22:55:52,终于等来了我的螺蛳粉，是第二次购买了，超级喜欢这个螺蛳粉的味道，很合我心意和胃口。真的好满意呀！还会回购的，希望早日恢复正常，不用等那么久就能吃到。,口味:螺蛳粉3袋装
t***2,2020-04-05 11:27:21,整体评价：包装比较好看，买过好几家的螺狮粉了，李子柒家别的不说，包装绝对是最好看的！ 口感味道：口味的话，小品牌的就不说了，对比我常买的，螺霸王跟好欢螺，李子柒家的螺狮粉，口味会相对淡一点，如果是第一次尝试，应该更好接受一些！她家的腐竹包给的很实在，份量很多，口感也不错。之前看评测，说她家干捞更加好吃。且只有她家的有干捞吃法，准备下一袋试试。 这次发货实在是慢，一直预售，等了一个月，不过快递速度是快的，发出后马上就收到了，还送了个鼠标垫！ 锅里是李子柒家，碗里是螺霸王家。,口味:螺蛳粉3袋装
t***a,2020-04-13 01:46:11,整体评价：除了不怎么辣之外都挺好的 胀包问题：无，分量还行，粉再多点就好了 包装品质：挺好的，腐竹碎的有点多 口感味道：骨汤味道浓郁，好吃，就是可惜辣椒包没什么辣味 新鲜度：挺不错的,口味:螺蛳粉3袋装
l***4,2020-04-08 15:49:30,非常好吃，过年时在朋友家煮了一次给我吃日日夜夜的就在想着这一口，不是那种特别臭的笋 闻起来很香 辣度也是刚刚好买了两次了 太上瘾,口味:螺蛳粉3袋装
s***c,2020-04-02 16:43:34,包装品质：盒子和袋子包装高大上 口感味道：非常美味，自从吃了她家螺蛳粉，别的家我都不爱吃了 整体评价：好好好好好好好，决定以后就吃她家的 新鲜度：食材新鲜，粉量足，辣椒油特别香，吃不了辣的少放一些。 胀包问题：无胀包问题,口味:螺蛳粉3袋装
z***3,2020-04-03 12:22:06,包装品质：没得说，中国风，太喜欢啦 口感味道：好吃，不浓不淡刚刚好！好欢螺的味道就相对重一些。 整体评价：非常好，价格再优惠点儿就好了 新鲜度：肯定新鲜，都是预售的，订了多少就做多少卖多少。就是太难等了。 胀包问题：没有碰到过。,口味:螺蛳粉3袋装
用***你,2020-04-12 22:49:46,等了一个多月，终于吃上了。密封性好，包装袋上还有详细煮法，太爱了。刚到货的时候，老爸说少吃这些包装食品，煮好后给他盛了一点，没想到**打脸，让我再买几包，哈哈哈哈，会回购哒！,口味:螺蛳粉3袋装
m***1,2020-04-05 15:40:07,整体评价：非常好 前段时间在韩小浪直播间买的 34.9四包 结果漏了一包 没几天就给我补发了 第一次送了鼠标垫 第二次又送了 一直很粉李子柒 希望她越来越好 胀包问题：无 包装品质：优秀 口感味道：好吃 新鲜度：新鲜,口味:螺蛳粉3袋装
t***1,2020-04-03 14:50:33,螺蛳粉！等了快一个月了，今天终于收到货了！不枉等了那么多天。疫情期间，真是心急吃不了螺蛳粉😂。柒家的螺蛳粉非常好吃！值得等待，等下次活动继续囤货！ 整体评价：非常非常非常高 胀包问题：无 包装品质：非常好看！包装用心 口感味道：非常好&times;N 新鲜度：刚生产的，新鲜呀,口味:螺蛳粉3袋装
阿***e,2020-04-09 01:19:06,好久之前就听过这家的螺蛳粉，终于收到啦。历时一个多月。好货不怕晚。李子柒的螺蛳粉确实是爽滑q弹。辣油包不辣，是比较香的那种。最优秀的还是腐竹包，真的好多哦。,口味:螺蛳粉3袋装
追***生,2020-04-13 13:05:04,鼠标垫意外的惊喜😄😄👍，家里的鼠标垫坏了好长一段时间了，一直没买新的。螺狮粉第一次买来觉得辣味正好符合我的口味，这是第二次回购。,口味:螺蛳粉3袋装
i***a,2020-04-02 16:46:48,好吃回购好多次了，我家宝宝也特别喜欢吃，还会继续回购的,口味:螺蛳粉3袋装
l***4,2020-04-11 22:50:37,人生充满选择，所以人生充满变数。你的选择，是你的世界；你的世界，是你的选择。关键的选择决定一生，细小的选择影响心情。别怕走弯路，挫折亦是成就。能识何人，决定你与何人处；与何人处，决定你能成何人。别轻易让人操控，没人能是你的前世今生。有时，不闻方净，不争乃慈，不辩亦智 一句话经典语录励志--路靠自己走，就算再坎坷，也要自己过 一句话经典语录励志--路靠自己走，就算再坎坷，也要自己过。,口味:螺蛳粉3袋装
卢***比,2020-04-09 15:15:55,整体评价：不错箱子红色的跟普通纸箱子不同方便认领 胀包问题：无 包装品质：好 口感味道：好吃 新鲜度：新鲜,口味:螺蛳粉3袋装
m***o,2020-04-03 23:14:18,整体评价：不错，分量偏少，下午茶的量，当饭吃要2包，发货等太久！！！！ 口感味道：味道好好吃，好香！！ 新鲜度：不知道 包装品质：完好 如果不是因为等了一个多月才能吃得上，这是完美的螺蛳粉,口味:螺蛳粉3袋装
s***o,2020-04-11 10:44:50,味道还是很棒 这批明显感觉到调料袋的开口切口处有改进 撕开不再那么费力了 就是花生不如从前的酥香了 火候不够的感觉 没从前的经典了,口味:螺蛳粉3袋装
t***8,2020-04-03 11:03:20,包装品质：超级精致。￼  口感味道：没有那么臭，是我吃过最好吃的呢 晚上煮起来。份量特别大。￼￼  整体评价：很喜欢，下次会再来。  新鲜度：很新鲜，加一根火腿肠更好吃。  胀包问题：没有涨吧,口味:螺蛳粉3袋装
t***3,2020-04-03 20:22:26,整体评价：超级赞👍，非常好吃，口感我超级爱 胀包问题：无，没有胀包 包装品质：包装完美，吹爆这个包装，超级美 口感味道：油包不是特别辣，但是味道很香，不是很臭，但是味道和店里面一样好吃。 新鲜度：生产日期很新。,口味:螺蛳粉3袋装
0***你,2020-04-13 19:29:02,&ldquo;终于等到你，还好我没放弃。。。&rdquo;😂😂等了一个月了总算收到货物了，包装看起来就是料足，应该会很好，会再回购的,口味:螺蛳粉3袋装
小***9,2020-04-07 18:53:41,虽然等了很久很久 但是值得！第一次购买子柒家的产品 不吹不黑 良心话 真的🉑️！包装是那种很素淡的 里面的配料包装也很低调 但是味道一点都不比那些好牌子的差 推荐给好多朋友了 真的爱了 必须回购的产品！,口味:螺蛳粉3袋装
y***7,2020-04-10 12:48:13,40天后才发货，但值得期待，酸爽辣中带香，回味无穷，油香扑鼻，粉入口滑嫩，很有嚼劲，腐竹的分量真的非常良心了，大大的满足了我的需求，用料很丰富。疫情期间拍了多家的螺丝粉，吃了后感觉还是李子柒家的最合品味了，已向很多朋友推荐了，还是会回购的。,口味:螺蛳粉3袋装
黎***琪,2020-04-06 01:45:04,整体评价：第三次购买了，七姐的螺蛳粉就是好吃！自从买了七姐的我已经没在外面吃过螺蛳粉了，后悔年货节的时候忘记囤货所以这次等的我好辛苦然后一次性买了6包还多送2包，我可以每个礼拜都吃到螺蛳粉了hhhhh开心。特别是这两周广州都下雨只能宅家所以螺蛳粉配电视剧超赞！！ 胀包问题：无 包装品质：包装精美，质量也好 口感味道：一级棒，我爱惨了这个味道 新鲜度：好吃就是了,口味:螺蛳粉3袋装
f***2,2020-04-13 19:44:30,好吃好吃，很符合我的口味，看着就很干净那种，辣度给我正好，主要是腐竹片多，我ai了,口味:螺蛳粉3袋装
周***4,2020-04-09 08:01:37,味道一般，偏淡，适合入门选手吃。习惯吃重口的不推荐。 而且价格偏贵，完全可以选择柳州人家还便宜好吃。,口味:螺蛳粉3袋装
豆***1,2020-04-11 12:14:24,虽然在微博上看李子柒的视频好久了，但是这是第一次到她的店里买东西，打开一看好惊喜呀，还送了鼠标垫。开心的我都给我的小伙伴分享了这个惊喜。,口味:螺蛳粉3袋装
网***犯,2020-04-10 11:26:02,挺好的，包装看着都有食欲，日期都是新的，放心买，就是我的粉稀碎，等的时间久了一点，想吃得提点前，味道不错，吃完还来,口味:螺蛳粉3袋装
t***1,2020-04-13 00:03:20,真的是在无限回购 包装严密高大上 口感很棒 味道在妈妈可承受范围内 赞👍,口味:螺蛳粉3袋装
i***l,2020-04-13 14:26:28,整体评价：🉑️ 胀包问题：🈚️ 口感味道：整体味道是不错的（腐竹太多碎渣渣花生一般,口味:螺蛳粉3袋装
钟***6,2020-04-13 14:55:51,包装用心精美，味道也很好，如果不能吃辣的话辣椒油可少放。很喜欢等活动了继续屯，已经给家人朋友都种草了,口味:螺蛳粉3袋装
t***8,2020-04-08 00:09:43,东西可以味道跟店里吃的差不多 没店里的辣，实体店17+，这个划算好多。然后粉会结在一起，整不开那种（小部分），但是是煮软了的。然后腐竹好软，泡一下就软，我还是煮好之后倒上去的，然后端到房间就软软的了，就五六米距离&hellip;&hellip;可能是我汤放多了？，我第一次煮，没把握好水，但是味道刚刚好怎么回事？我跟我弟两个人吃，汤都喝完了，吃完很撑，大晚上饿了😭,口味:螺蛳粉3袋装
l***子,2020-04-09 19:56:32,等了很久 竟然送了个鼠标垫 不太好看就是了 味道还可以 还是可以说是好吃的 粉刚开始看起来比其他牌子少很多 但是吃起来也吃得饱 总体还可以,口味:螺蛳粉3袋装
江***洁,2020-04-09 11:29:49,李子柒的螺蛳粉预售等了一个多月到手，不过美味值得等待呀～真的很好吃，是目前为止螺蛳粉里吃过最好吃的，煮的时候自己加了些丸子，爽歪歪～好吃会回购，就是又要等很久，除了发货慢其他没毛病～,口味:螺蛳粉3袋装
d***6,2020-04-08 23:37:06,之前就买过，味道确实不错，分量很足，这次趁着搞活动赶紧又囤点货，还送了鼠标垫，包装非常严实，就是这次是特殊时期，等的时间有点长。,口味:螺蛳粉3袋装
空***q,2020-04-13 10:32:08,好吃 整体评价：好吃 胀包问题：无 包装品质：好 口感味道：美味 新鲜度：很鲜,口味:螺蛳粉3袋装
m***9,2020-04-11 12:35:27,从小浪哥的直播间进来的 还多送了一包，刚到货就立刻煮了一碗，味道很不错。粉有点少不过女生刚好够吃，螺蛳汤很香，腐竹和花生好评,口味:螺蛳粉3袋装
l***7,2020-04-09 17:38:16,疫情期间足足一个月加1天才收到，螺蛳粉好好吃，可以不加辣油和醋，汤就特别鲜，不能吃辣的，红油就少放点，花生又脆又鲜，是我吃过最棒的螺蛳粉,口味:螺蛳粉3袋装
t***8,2020-04-13 22:38:22,第二次买了，只因为喜欢柒家的螺蛳粉，不是那么臭却多了一份鲜辣爽，所有的配料和米粉都是我吃了别家的，比较之下最好的，好煮的米粉，香脆的腐竹和花生，红亮的辣椒油里明显添加了芝麻的香，汤料包十足的分量和味道，一包粉足够两个人分享，如果再加点自己喜欢的配菜，那就超级完美了。更暖心的是当我提出修改配送地址而没有能够及时改过来时，耐心的客服没有任何不耐烦，最后还因为追回再补发而送了一份李子柒的鼠标垫，令人感动。,口味:螺蛳粉3袋装
n***0,2020-04-10 22:21:11,想尝尝李子柒的是什么味道～结果Emmmmmm，还是某欢螺比较适合我～这个真不好吃～不过花生品质非常好，又脆又新鲜，腐竹量也很多～汤的味道嘛&hellip;就不评价了～到的其他库存全部送人了～,口味:螺蛳粉3袋装
6***n,2020-04-10 22:23:28,第一次吃螺蛳粉，感觉打开了新世界，第一次煮水加多了味道比较淡，但是粉真的好吃有嚼劲，第二次水放的刚刚好，爱了爱了好吃好吃,口味:螺蛳粉3袋装
杨***9,2020-03-29 16:36:30,拍的颜色不是很好，实物颜色要好的多，而且味道超级好，好吃，真材实料,口味:螺蛳粉3袋装
w***g,2020-04-03 17:22:12,虽然拍的是预售，但真的很值得哟！！有花生哈，个人不喜欢花生的味道就没放，超级好吃！我也是螺丝粉的铁粉了，吃过很多品牌的螺丝粉，李子柒家螺丝粉的辣油和腐竹是我吃过最好吃的，辣油香微辣，不是那种时火辣吃完烧胃辣那种，腐竹包里的腐竹特别多，总之超好吃，希望多出优惠 整体评价：我肯定回回购，就是希望多弄些优惠活动 包装品质：很nice 口感味道：神仙味道 新鲜度：真的很好吃,口味:螺蛳粉3袋装
t***8,2020-04-13 16:41:27,里面和图一样 赠了鼠标垫 就是味道有点淡 不太臭,口味:螺蛳粉3袋装
黄***4,2020-04-05 22:04:25,整体评价：价格小贵，不过卖家服务确实好，材料也够新鲜，希望搞点活动呀 包装品质：包装挺漂亮 口感味道：还不错 新鲜度：里面的材料都很新鲜，等了一个月哈,口味:螺蛳粉3袋装
小***醺,2020-04-09 19:56:07,李子柒的螺蛳粉很好吃哦，不是那种太浓烈的，料包量很足，特别是豆皮，是我吃过的份量最多的，而且很脆，我都忍不住干吃，如果不想吃辣的不放辣油就一点都不辣，很贴心哦,口味:螺蛳粉3袋装
s***l,2020-04-13 21:22:46,拍下后等了有一个月吧？真的很值得呀，好吃，味道不冲，油很香，这个价格是很物有所值的。里面的配菜也很新鲜的感觉，不会过度脱水。又拍了6包，想想又要等很久，，，剩下的都不舍的吃了。,口味:螺蛳粉3袋装
达***神,2020-04-07 19:32:54,终于有图能够评价了！真的！不得不说 味道超级绝啊！不过我料加太多了 吃到最后索然无味 哈哈哈哈 等了一个半月的螺蛳粉 拿到手一直舍不得吃 真的就是吃一袋就少一袋呜呜呜X﹏X 我觉得柳州人家 好欢螺和李子柒都差不多哈哈哈哈哈哈哈怎么回事 分不出高下 都很好吃 但是李子柒的料包真的挺足的 等了很久 但是还是很值得  螺蛳粉太伟大了 真的好香！还要夸一下安井鱼丸 口感绝了 大家不要犹豫 真的无敌好吃！,口味:螺蛳粉3袋装
z***6,2020-04-08 11:03:57,一直久闻李子染各种食物，一直不知道是什么，搜螺丝粉时候看到也有李子染品牌的，就买了尝试一下，还是预售的等了两个月才发货，质量果真没有失望，料包量足足的，儿子自己都说这个螺蛳粉料包怎么这么多，粉量有点少，但是一人吃足够了，真的很美味，包装都是高大上，确实很有味道！回来会继续回购这个品牌东西，,口味:螺蛳粉3袋装
f***n,2020-04-10 17:24:09,味道可以 我不太挑剔 感觉每个牌子的螺蛳粉都差不多 活动购买的话会比较划算 平时不舍得买呀,口味:螺蛳粉3袋装
雨***哈,2020-04-13 14:15:12,整体评价：外观特别精美，是我喜欢的样子  包装品质：包装也特别的独特，样子与众不同， 口感味道：味道比在其他淘宝家买的还要好吃，真的特别特别的好吃 新鲜度：都是塑封的，所有的东西都是塑封的，,口味:螺蛳粉3袋装
p***9,2020-04-07 19:47:28,等了整整一个月呀！几次都想退款放弃了！但是好奇心驱使还是等到了收到货的这一天！收到后迫不及待打开煮了一袋，味道美极了！真心被好吃哭了！以前去广州吃过，后来再也吃不到了，没想到李子柒的这么正宗！发了个朋友圈一堆朋友来要链接，真心值得购买！,口味:螺蛳粉3袋装
好***g,2020-04-08 07:51:32,整体评价：还行 口感味道：一般 新鲜度：新鲜 包装品质：很好,口味:螺蛳粉3袋装
小***子,2020-04-10 11:49:56,最近买了很多螺蛳粉，就颜值和包装来说，他们家可以算第一，味道，其实都差不多！客服很好！酸笋从来不放，怕臭哈哈哈宅家的时候馋了，这个真的可以解馋！汤味很棒,口味:螺蛳粉3袋装
t***0,2020-04-10 12:52:15,看包装就很有食欲垂涎三尺 煮出来的感觉很螺蛳粉 多种煮法很方便！ 价格贵有贵的道理 这个牌子不错！ 可以不用出去吃了 开心,口味:螺蛳粉3袋装
h***9,2020-04-13 09:30:56,在这疫情期等了一个多月终于等到了，满满一大箱，收到就煮了一包，料包挺多的，个人觉得汤底不够浓，喜欢吃清淡的小伙伴可入重口的还是绕道吧,口味:螺蛳粉3袋装
林***z,2020-04-13 21:54:49,等了一个月终于到手了 等得我快忘了还有这个东西 拆开立马煮起来 噢！箱子底下还翻出了一个鼠标垫 惊喜！！！ 必须收藏！✌🏻✌🏻,口味:螺蛳粉3袋装
小***2,2020-04-13 23:04:47,李子柒家的产品品质是真好，从粉到配料，网上比较很久也是公认的干净。粉是一小把，但煮开后一个饭量稍小一点点的男生吃饱是没问题的。但北方的或本来对各种粉热衷度就一般的，还是建议少买，尤其是从没吃过螺蛳粉的亲们，一定少买！！！我的经验是直接臭掉一口锅😭，两天了家里那个味才散去，锅刷了七八遍了。口感上我是北方人真的分不清各种米线，或粉，但这款味道还是不错的，吃的没那么臭，就是气味太&hellip;,口味:螺蛳粉3袋装
娜***0,2020-04-08 19:35:43,预售一个多月  孩子很喜欢吃米线粉这些我们这边 超市没有李子柒的粉只能网购了 等了一个多月 按时收到了 包装完好 打开看到很大的三包螺蛳粉  一看就是粉多料足  明天洗把青菜煮一份,口味:螺蛳粉3袋装
泛***8,2020-04-11 10:41:07,好吃，真的很好吃，它这个辣是香辣，不是那种很冲的辣，而且日期很新鲜，里面的食材有足！总之不枉费我等了这一个多月😘😘😘😘,口味:螺蛳粉3袋装
莽***面,2020-04-10 15:08:40,整体评价：没有惊喜 胀包问题：没有问题 包装品质：质感很好啊 口感味道：口感一般 新鲜度：很新鲜 等了快四十天终于发货了 激动的心 颤抖的手 去拿了快递 感觉回家煮了一袋 闻起来很香 吃起来有点咸 味道很一般 没有惊艳,口味:螺蛳粉3袋装
推***河,2020-04-12 19:08:05,整体评价：非常好，包装也真的很用心 胀包问题：没有 包装品质：非常好 口感味道：真的很适合我的口味，味道没有特别重 新鲜度：好,口味:螺蛳粉3袋装
t***3,2020-04-10 10:38:47,被安利好久，终于下手了，味道不错，汤包是灵魂，味道很赞，会让人感觉是李子柒在诗情画意的院子里做出来的，哈哈哈，不错！干拌，汤的都吃了，喜欢！,口味:螺蛳粉3袋装
太***6,2020-04-13 14:42:57,整体评价：量很足，口感好，很纯正 胀包问题：没有 包装品质：很棒 口感味道：一级棒 新鲜度：很好,口味:螺蛳粉3袋装
浮***生,2020-04-04 15:21:48,**节买了李子柒和好欢螺家的各三袋，价格基本上是一样的，也都是等了一个月才收到货。第一时间把两种都尝试了下，发现好欢螺的味道更浓一些，李子柒的比较清淡，也没那么辣和酸。然后好欢螺真的有螺丝肉，还不少，李子柒的没有，起码我没吃到。对我这个湖南人而言，感觉好欢螺更适合我些。吃不了太重口味的适合这个,口味:螺蛳粉3袋装
t***9,2020-04-09 18:31:49,收货周期的确长，一个月；料还是很足的；味道还可以，算然比不上店里，速食螺蛳粉中算中上吧；如果调料包都放进去，还是很辣的，记得根据自己接受度调味,口味:螺蛳粉3袋装
血***帝,2020-04-11 13:53:04,螺蛳粉还不错，酸笋不是很臭，就是等的有点久，等了一个多月才收到。红油面皮不推荐，盒子设计的不合理，叉子太短，吃个面皮容易弄得一手都是油，味道也不咋样，比较视频里面看的自己亲手做的这么好实际买到手的也只是厂家生产的，所以期望值也不要太高。,口味:螺蛳粉3袋装
美***p,2020-04-08 08:53:33,好开心，多送了一包！是不是因为等的比较久的原因啊？  包装品质：很大气，与图片相符 口感味道：面很有弹性，煮久也不会坨,口味:螺蛳粉3袋装
x***6,2020-04-13 23:10:54,可能我算是入门选手吧，做了干捞的螺蛳粉，腐竹也很脆，哈哈哈哈不算太臭，我好喜欢，辣度对我来说刚好，真的特别好吃，爱了爱了，下次还要囤，料也特别多，撑死啦,口味:螺蛳粉3袋装
t***9,2020-04-12 17:37:53,整体评价：我吃的感觉一般吧，没啥特别感觉。 包装品质：包装不错，很好看。。 口感味道：好评，销量不错。。,口味:螺蛳粉3袋装
解***光,2020-04-12 12:26:42,整体评价：非常满意 胀包问题：惊喜 包装品质：精致 口感味道：地道 新鲜度：很满意,口味:螺蛳粉3袋装
敏***7,2020-04-13 23:59:50,真的太好吃了！超级和我的口味，粉是有劲道的，酸笋和豆角都是味道刚刚好，腐竹一大包 花生粒粒大颗饱满！什么都是搭配得刚刚好！之前吃好欢螺太久然后抱着试试的想法，结果很惊喜，爱上李子柒家的螺蛳粉！,口味:螺蛳粉3袋装
j***8,2020-04-08 12:49:14,等了一个月，终于收到了，迫不及待的开吃！我是第一次吃螺蛳粉，完全可以接受得臭臭的味道，好吃😋😋,口味:螺蛳粉3袋装
p***0,2020-04-11 13:15:37,第一次买螺蛳粉，买的时候是预售，足足等了好像34天才发货&hellip;收快递的时候哇超出我的想象，好大一箱哈哈哈，买了两份送了两包，一共8包，是要稍微贵一点，不过分量这些真的很足，吃第一包没啥感觉，后来好像越吃越上瘾，自己又加了一点粉丝和花生，一大碗超满足,口味:螺蛳粉3袋装
l***k,2020-04-11 16:01:24,整体评价：最近一段时间对于泡面的热情有所下降，取而代之的是螺蛳粉，感觉这种非油炸的粉相对于方便面来说是不是会稍微健康一丢丢啊~陆陆续续在淘宝上买了几家不同店铺的螺蛳粉  唯独对这个下手  好吃,口味:螺蛳粉3袋装
史***3,2020-04-09 13:21:37,嘛耶  等了这么久终于吃到了  味道很不错 跟好欢螺家相比  两家味道都可以的  李子柒家酸笋味道重一些  总之就是好次的很 还送了鼠标垫 包装也好看,口味:螺蛳粉3袋装
文***7,2020-04-08 12:58:54,等了一个月的螺蛳粉终于到了，刚好整整一个月，只能说李子柒家产品太好了。快递包装很好，不像有的商家包装的破烂，而且还送了赠品哦，一个鼠标垫，还没煮，估计味道不错，支持李子柒,口味:螺蛳粉3袋装
l***8,2020-04-08 20:42:54,整体评价：口感不错，很好吃 胀包问题：没有胀包，每个跟大礼包一样，好多配料 包装品质：质量很好,口味:螺蛳粉3袋装
宝***4,2020-04-03 13:37:23,好吃😋😋😋😋😋😋😋😋😋😋😋，非常的新鲜，吃了4包才来评价的，只有第二包的木耳包有点漏油（估计自封的有一点油没封号好）没放进粉里被我扔了外，其他都特别好，特别是没接触过螺蛳粉的朋友，没有店里那么重的味道，可以尝试👍🏻👍🏻,口味:螺蛳粉3袋装
小***0,2020-04-08 19:17:42,螺丝粉第一次买，已经开吃了，感觉很适合我的口味，味道不重，粉很有嚼劲，辣椒油对于我来说很辣，放一点就很辣了，分量挺足的,口味:螺蛳粉3袋装
c***a,2020-04-04 23:23:43,整体评价：等待非常非常久的时间是**节买的过了一个一个月才收到。口味是很不错的和好欢螺比，差不多 胀包问题：没有这个问题，包装很好看，料很多 口感味道：和好欢螺比差不多的味道挺好的，比秋田满满好吃 新鲜度：日期新鲜，挺不错的，就是等待时间太久了,口味:螺蛳粉3袋装
亡***3,2020-04-10 14:32:25,整体评价：终于等到你一个月了迫不及待去煮一包吃掉 哈哈 不说了下厨去了 口感味道：吃一次就爱上了还送了一块鼠标垫  喜欢,口味:螺蛳粉3袋装
栀***9,2020-04-13 12:11:34,整体评价：很好呀，一包都没缺，还送了鼠标垫 胀包问题：已经吃了一包了，没有胀包问题 包装品质：外面的快递箱子就是李子柒家的，螺狮粉的包装也很好看 口感味道：谁说李子柒家的螺狮粉不臭的，臭臭香香很好吃呀，腐竹和花生超级多，满足 新鲜度：都是刚生产的,口味:螺蛳粉3袋装
蔡***1,2020-04-07 08:13:30,吃过 柳江人家，好欢螺，柳全，这次尝试李子柒的，总体感觉，柳江人家就排不上名了，最终体验：最喜欢好欢螺和李子柒，但是二者有点区别，辣味而言：好欢螺比较辣，辣的有点呛，李子柒的辣油香，但是缺一点辣；味道：好欢螺比较接近店里的味道，更香一些，李子柒也比较适合我这种不怎么辣的人，吃完胃不会难受，如果下次要决定买哪个牌子，纠结ing,口味:螺蛳粉3袋装
疯***爷,2020-04-09 09:16:41,整体评价：还不错 包装品质：很精致 口感味道：味道偏淡了，臭味不是很足 新鲜度：新鲜,口味:螺蛳粉3袋装
仝***婷,2020-04-09 17:20:00,等了一个月终于等到了它，第一次尝试螺蛳粉，感觉不是很臭，辣油香香的，辣度适中，酸笋很嫩，米粉爽滑有弹性，配料足。非常好吃！,口味:螺蛳粉3袋装
美***6,2020-04-11 11:28:58,等了33天的螺蛳粉终于吃到嘴啦，汤底很鲜，料也很足，份量也够，包装有食欲，够麻辣，除了等的比较久，其他没什么毛病。,口味:螺蛳粉3袋装
t***7,2020-04-10 13:41:50,很大一包，里面都有独立小包装好，吃起来美味不会很咸，辣椒油记得不要全倒进去了 ，会很辣，花生很脆，吃起来很香,口味:螺蛳粉3袋装
